Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-01-08 00:00:00+01:00,12.201189181437602,12.296263141065205,11.963503677903104,11.979349136352539,7744000,0.0,0.0
2001-01-09 00:00:00+01:00,11.979349136352539,11.979349136352539,11.979349136352539,11.979349136352539,0,0.0,0.0
2001-01-10 00:00:00+01:00,10.93352926953756,10.93352926953756,10.394775411571338,10.679998397827148,9698000,0.0,0.0
2001-01-11 00:00:00+01:00,10.632460830474328,10.711689303441991,10.553232357506666,10.679998397827148,4582000,0.0,0.0
2001-01-12 00:00:00+01:00,10.679998397827148,10.679998397827148,10.679998397827148,10.679998397827148,0,0.0,0.0
2001-01-15 00:00:00+01:00,10.679998397827148,10.679998397827148,10.679998397827148,10.679998397827148,0,0.0,0.0
2001-01-16 00:00:00+01:00,10.679998397827148,10.679998397827148,10.679998397827148,10.679998397827148,0,0.0,0.0
2001-01-17 00:00:00+01:00,10.679998397827148,10.679998397827148,10.679998397827148,10.679998397827148,0,0.0,0.0
2001-01-18 00:00:00+01:00,10.679998397827148,10.679998397827148,10.679998397827148,10.679998397827148,0,0.0,0.0
2001-01-19 00:00:00+01:00,10.679998397827148,10.679998397827148,10.679998397827148,10.679998397827148,0,0.0,0.0
2001-01-22 00:00:00+01:00,10.679998397827148,10.679998397827148,10.679998397827148,10.679998397827148,0,0.0,0.0
2001-01-23 00:00:00+01:00,10.679998397827148,10.679998397827148,10.679998397827148,10.679998397827148,0,0.0,0.0
2001-01-24 00:00:00+01:00,10.679998397827148,10.679998397827148,10.679998397827148,10.679998397827148,0,0.0,0.0
2001-01-25 00:00:00+01:00,10.679998397827148,10.679998397827148,10.679998397827148,10.679998397827148,0,0.0,0.0
2001-01-26 00:00:00+01:00,10.679998397827148,10.679998397827148,10.679998397827148,10.679998397827148,0,0.0,0.0
2001-01-29 00:00:00+01:00,10.679998397827148,10.679998397827148,10.679998397827148,10.679998397827148,0,0.0,0.0
2001-01-30 00:00:00+01:00,10.679998397827148,10.679998397827148,10.679998397827148,10.679998397827148,0,0.0,0.0
2001-01-31 00:00:00+01:00,10.679998397827148,10.679998397827148,10.679998397827148,10.679998397827148,0,0.0,0.0
2001-02-01 00:00:00+01:00,10.679998397827148,10.679998397827148,10.679998397827148,10.679998397827148,0,0.0,0.0
2001-02-02 00:00:00+01:00,10.679998397827148,10.679998397827148,10.679998397827148,10.679998397827148,0,0.0,0.0
2001-02-05 00:00:00+01:00,10.141249078063199,10.299706094907936,9.665878027528986,9.76095199584961,20944000,0.0,0.0
2001-02-06 00:00:00+01:00,9.76095199584961,9.76095199584961,9.76095199584961,9.76095199584961,0,0.0,0.0
2001-02-07 00:00:00+01:00,12.169497107864004,12.327954095159468,12.042731034455283,12.137804985046387,9522000,0.0,0.0
2001-02-08 00:00:00+01:00,12.011039419384216,12.280415798488416,11.979347298416734,12.042730331420898,9466000,0.0,0.0
2001-02-09 00:00:00+01:00,12.042730331420898,12.042730331420898,12.042730331420898,12.042730331420898,0,0.0,0.0
2001-02-14 00:00:00+01:00,10.77507209777832,10.77507209777832,10.77507209777832,10.77507209777832,0,0.0,0.0
2001-02-15 00:00:00+01:00,10.77507209777832,10.77507209777832,10.77507209777832,10.77507209777832,0,0.0,0.0
2001-02-16 00:00:00+01:00,10.77507209777832,10.77507209777832,10.77507209777832,10.77507209777832,0,0.0,0.0
2001-02-19 00:00:00+01:00,10.77507209777832,10.77507209777832,10.77507209777832,10.77507209777832,0,0.0,0.0
2001-02-20 00:00:00+01:00,10.77507209777832,10.77507209777832,10.77507209777832,10.77507209777832,0,0.0,0.0
2001-02-21 00:00:00+01:00,10.77507209777832,10.77507209777832,10.77507209777832,10.77507209777832,0,0.0,0.0
2001-02-22 00:00:00+01:00,10.77507209777832,10.77507209777832,10.77507209777832,10.77507209777832,0,0.0,0.0
2001-02-23 00:00:00+01:00,10.77507209777832,10.77507209777832,10.77507209777832,10.77507209777832,0,0.0,0.0
