Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-06 09:00:00+02:00,871.0,878.5999755859375,871.0,872.5999755859375,0,0.0,0.0
2024-09-06 09:01:00+02:00,872.5,876.5999755859375,872.4000244140625,876.5999755859375,16103,0.0,0.0
2024-09-06 09:02:00+02:00,876.7000122070312,876.7999877929688,872.4000244140625,873.2999877929688,10808,0.0,0.0
2024-09-06 09:03:00+02:00,873.0,877.5,872.9000244140625,877.2000122070312,4235,0.0,0.0
2024-09-06 09:04:00+02:00,877.4000244140625,877.9000244140625,875.7000122070312,876.9000244140625,2610,0.0,0.0
2024-09-06 09:05:00+02:00,877.4000244140625,879.4000244140625,877.2000122070312,878.2000122070312,1856,0.0,0.0
2024-09-06 09:06:00+02:00,877.5999755859375,879.0,875.9000244140625,876.5999755859375,1663,0.0,0.0
2024-09-06 09:07:00+02:00,876.5999755859375,877.0999755859375,875.7999877929688,877.0999755859375,2307,0.0,0.0
2024-09-06 09:08:00+02:00,877.2999877929688,878.4000244140625,874.9000244140625,875.0,3380,0.0,0.0
2024-09-06 09:09:00+02:00,875.0,875.5,874.2999877929688,874.9000244140625,3823,0.0,0.0
2024-09-06 09:10:00+02:00,874.7999877929688,876.0,874.2000122070312,874.4000244140625,6857,0.0,0.0
2024-09-06 09:11:00+02:00,874.5999755859375,875.5999755859375,874.2999877929688,874.5999755859375,4985,0.0,0.0
2024-09-06 09:12:00+02:00,874.5,875.4000244140625,874.5,875.0,1944,0.0,0.0
2024-09-06 09:13:00+02:00,874.9000244140625,875.7999877929688,874.0,874.0,2419,0.0,0.0
2024-09-06 09:14:00+02:00,874.0999755859375,874.0999755859375,873.0,873.2000122070312,3724,0.0,0.0
2024-09-06 09:15:00+02:00,873.2000122070312,875.0,872.2999877929688,874.5999755859375,3974,0.0,0.0
2024-09-06 09:16:00+02:00,874.7999877929688,874.9000244140625,873.9000244140625,873.9000244140625,1573,0.0,0.0
2024-09-06 09:17:00+02:00,874.0999755859375,874.7999877929688,874.0999755859375,874.5999755859375,2347,0.0,0.0
