Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-06 00:01:00+00:00,56156.9140625,56156.9140625,56156.9140625,56156.9140625,0,0.0,0.0
2024-09-06 00:02:00+00:00,56175.37890625,56175.37890625,56175.37890625,56175.37890625,0,0.0,0.0
2024-09-06 00:03:00+00:00,56188.08203125,56188.08203125,56188.08203125,56188.08203125,0,0.0,0.0
2024-09-06 00:04:00+00:00,56183.7890625,56183.7890625,56183.7890625,56183.7890625,1652736,0.0,0.0
2024-09-06 00:05:00+00:00,56190.34765625,56190.34765625,56190.34765625,56190.34765625,0,0.0,0.0
2024-09-06 00:06:00+00:00,56191.47265625,56191.47265625,56191.47265625,56191.47265625,6559744,0.0,0.0
2024-09-06 00:07:00+00:00,56191.61328125,56191.61328125,56191.61328125,56191.61328125,10205184,0.0,0.0
2024-09-06 00:08:00+00:00,56176.3046875,56176.3046875,56176.3046875,56176.3046875,2656256,0.0,0.0
2024-09-06 00:09:00+00:00,56193.25,56193.25,56193.25,56193.25,284672,0.0,0.0
2024-09-06 00:10:00+00:00,56191.4453125,56191.4453125,56191.4453125,56191.4453125,0,0.0,0.0
2024-09-06 00:11:00+00:00,56246.51953125,56246.51953125,56246.51953125,56246.51953125,4298752,0.0,0.0
2024-09-06 00:13:00+00:00,56279.515625,56279.515625,56279.515625,56279.515625,12034048,0.0,0.0
2024-09-06 00:14:00+00:00,56274.78515625,56274.78515625,56274.78515625,56274.78515625,23574528,0.0,0.0
2024-09-06 00:15:00+00:00,56274.453125,56274.453125,56274.453125,56274.453125,0,0.0,0.0
2024-09-06 00:16:00+00:00,56250.765625,56250.765625,56250.765625,56250.765625,0,0.0,0.0
2024-09-06 00:17:00+00:00,56267.03125,56267.03125,56267.03125,56267.03125,2054144,0.0,0.0
2024-09-06 00:18:00+00:00,56255.49609375,56255.49609375,56255.49609375,56255.49609375,794624,0.0,0.0
2024-09-06 00:19:00+00:00,56277.8125,56277.8125,56277.8125,56277.8125,477184,0.0,0.0
2024-09-06 00:20:00+00:00,56306.7265625,56306.7265625,56306.7265625,56306.7265625,0,0.0,0.0
2024-09-06 00:21:00+00:00,56281.125,56281.125,56281.125,56281.125,278528,0.0,0.0
